Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6,Sensor_7,Sensor_8,Sensor_9,Sensor_10,Sensor_11,Sensor_12,Sensor_13
2.59,2.65,3.64,2.6,2.14,2.42,0.38,4.07,0.0,2.79,4.38,4.95,3.54
2.46,2.61,3.7,2.59,2.15,2.45,0.39,4.11,0.0,2.81,4.38,4.99,3.63
2.5,2.63,3.74,2.58,2.06,2.49,0.38,4.11,0.01,2.78,4.35,5.05,3.59
2.26,2.61,3.7,2.5,2.09,2.45,0.39,4.11,0.0,2.7,4.38,5.01,3.41
2.59,2.69,3.66,2.6,2.17,2.45,0.39,4.11,0.0,2.66,4.26,5.05,3.61
2.5,2.63,3.7,2.63,2.14,2.42,0.38,4.21,0.01,2.72,4.32,4.99,3.58
2.53,2.63,3.66,2.61,2.15,2.42,0.4,4.11,0.0,2.76,4.45,4.99,3.58
2.59,2.63,3.74,2.6,2.19,2.41,0.4,4.01,0.0,2.67,4.38,5.07,3.61
2.55,2.63,3.74,2.64,2.13,2.41,0.39,4.1,0.0,2.7,4.38,5.07,3.59
2.5,2.61,3.67,2.59,2.14,2.46,0.39,4.05,0.0,2.72,4.38,5.1,3.64
2.53,2.63,3.7,2.49,2.14,2.46,0.39,4.03,0.0,2.71,4.3,4.95,3.55
2.47,2.56,3.78,2.59,2.13,2.42,0.38,4.14,0.01,2.76,4.32,4.93,3.55
2.5,2.64,3.74,2.54,2.15,2.42,0.38,4.03,0.0,2.71,4.3,4.95,3.45
2.55,2.61,3.64,2.63,2.11,2.41,0.4,4.1,0.0,2.67,4.35,4.93,3.55
2.5,2.6,3.63,2.58,2.11,2.42,0.39,3.99,0.0,2.67,4.28,4.89,3.55
2.5,2.64,3.76,2.54,2.1,2.42,0.38,4.07,0.01,2.69,4.38,5.07,3.55
2.53,2.63,3.72,2.64,2.11,2.41,0.39,4.11,0.01,2.69,4.26,4.89,3.55
2.41,2.63,3.58,2.55,2.1,2.4,0.38,4.05,0.0,2.7,4.24,4.89,3.51
2.41,2.61,3.67,2.6,2.15,2.4,0.38,4.1,0.0,2.69,4.35,4.93,3.58
2.55,2.61,3.64,2.47,2.04,2.45,0.38,4.05,0.0,2.79,4.24,4.84,3.51
2.49,2.6,3.66,2.55,2.13,2.36,0.38,4.03,0.0,2.78,4.3,5.05,3.59
2.5,2.63,3.63,2.61,2.09,2.36,0.38,4.07,0.0,2.74,4.28,4.99,3.61
2.42,2.58,3.64,2.56,2.11,2.38,0.39,4.07,0.01,2.78,4.19,4.84,3.51
2.5,2.59,3.61,2.58,2.15,2.42,0.38,4.01,0.03,2.72,4.19,4.89,3.55
2.55,2.63,3.59,2.59,2.13,2.4,0.38,4.1,0.0,2.7,4.19,4.89,3.45
2.47,2.6,3.51,2.45,2.17,2.39,0.38,4.01,0.0,2.61,4.19,4.84,3.55
2.53,2.61,3.66,2.46,2.21,2.39,0.39,4.05,0.01,2.69,4.3,4.95,3.63
2.5,2.59,3.63,2.56,2.13,2.4,0.36,3.96,0.01,2.7,4.14,4.86,3.54
2.5,2.58,3.64,2.54,2.13,2.4,0.39,4.05,0.01,2.75,4.32,4.99,3.61
2.55,2.61,3.66,2.66,2.11,2.46,0.38,4.03,0.01,2.74,4.21,4.84,3.58
2.49,2.56,3.64,2.54,2.1,2.38,0.38,4.03,0.01,2.67,4.21,4.86,3.55
2.5,2.58,3.61,2.55,2.15,2.42,0.38,4.11,0.01,2.76,4.24,4.86,3.55
2.36,2.61,3.55,2.56,2.15,2.41,0.4,4.07,0.01,2.78,4.32,4.93,3.58
2.46,2.59,3.63,2.56,2.14,2.36,0.38,4.11,0.03,2.74,4.19,4.86,3.55
2.5,2.55,3.67,2.6,2.19,2.44,0.39,4.11,0.01,2.76,4.24,4.86,3.58
2.41,2.55,3.63,2.55,2.1,2.41,0.39,4.19,0.01,2.78,4.19,4.86,3.55
2.5,2.63,3.55,2.54,2.09,2.41,0.39,4.05,0.0,2.72,4.21,4.86,3.64
2.56,2.64,3.59,2.54,2.13,2.41,0.4,4.03,0.0,2.78,4.26,4.99,3.61
2.5,2.6,3.61,2.55,2.11,2.4,0.38,4.1,0.01,2.7,4.16,4.93,3.5
2.46,2.58,3.59,2.55,2.09,2.38,0.38,4.11,0.03,2.63,4.28,4.93,3.55
2.49,2.59,3.64,2.6,2.1,2.38,0.38,4.1,0.0,2.61,4.24,4.86,3.51
2.45,2.58,3.55,2.61,2.11,2.39,0.39,4.11,0.01,2.56,4.24,4.8,3.5
2.5,2.59,3.64,2.47,2.11,2.34,0.36,4.19,0.01,2.63,4.3,4.86,3.5
2.45,2.61,3.59,2.33,2.05,2.22,0.38,4.11,0.0,2.45,4.26,4.93,3.54
2.53,2.61,3.63,2.33,1.94,2.28,0.36,4.03,0.0,2.61,4.24,4.84,3.46
2.46,2.61,3.61,2.36,1.95,2.24,0.36,4.11,0.0,2.59,4.32,4.86,3.46
2.53,2.63,3.66,2.39,1.96,2.2,0.38,4.19,0.01,2.63,4.24,4.89,3.42
2.49,2.63,3.67,2.45,2.03,2.2,0.38,4.11,0.0,2.6,4.3,5.01,3.46
2.36,2.47,3.58,2.35,1.91,2.16,0.36,3.96,0.01,2.54,4.14,4.72,3.3
2.38,2.5,3.45,2.28,1.94,2.11,0.36,3.76,0.0,2.49,3.96,4.43,3.13
2.41,2.51,3.54,2.33,1.94,2.19,0.36,3.94,0.0,2.55,4.14,4.66,3.33
2.41,2.5,3.45,2.39,1.86,2.17,0.36,3.9,0.0,2.53,4.05,4.64,3.35
2.26,2.4,3.26,2.15,1.81,2.0,0.35,3.46,0.01,2.35,3.63,4.01,2.95
2.17,2.28,3.13,2.11,1.86,2.03,0.36,3.47,0.01,2.34,3.63,4.07,2.99
2.19,2.28,3.14,2.2,1.83,2.03,0.36,3.47,0.01,2.31,3.63,4.1,2.99
2.2,2.31,3.15,2.13,1.76,2.03,0.36,3.45,0.0,2.3,3.55,4.01,2.97
2.15,2.2,2.9,2.01,1.76,1.95,0.35,3.26,0.01,2.21,3.41,3.81,2.83
2.19,2.21,3.03,2.09,1.76,1.94,0.35,3.36,0.01,2.26,3.45,3.86,2.84
2.16,2.26,2.95,2.06,1.76,1.96,0.35,3.36,0.0,2.25,3.47,3.9,2.9
2.1,2.22,3.05,2.1,1.77,1.99,0.36,3.38,0.01,2.17,3.31,3.66,2.72
2.1,2.19,2.99,2.11,1.74,1.94,0.32,3.36,0.0,2.21,3.38,3.8,2.79
2.17,2.28,3.11,2.13,1.8,2.01,0.36,3.47,0.0,2.35,3.63,4.1,3.01
2.21,2.36,3.21,2.09,1.85,1.99,0.35,3.59,0.0,2.31,3.64,4.14,2.95
2.11,2.26,3.14,2.16,1.76,1.99,0.36,3.4,0.0,2.29,3.54,3.94,2.89
2.15,2.24,3.05,2.11,1.75,1.96,0.35,3.35,0.0,2.29,3.42,3.88,2.89
2.05,2.17,2.92,1.99,1.74,1.94,0.34,3.21,0.0,2.17,3.33,3.64,2.75
2.24,2.3,3.13,2.14,1.81,2.04,0.36,3.46,0.0,2.29,3.54,3.92,2.9
2.14,2.36,3.19,2.11,1.8,1.99,0.36,3.42,0.01,2.09,3.59,3.96,2.8
2.21,2.45,3.36,2.26,1.88,2.17,0.36,3.76,0.01,2.15,3.74,4.24,3.15
2.24,2.34,3.25,2.26,1.81,2.09,0.35,3.58,0.0,2.11,3.74,4.19,3.08
2.3,2.44,3.41,2.26,1.91,2.13,0.36,3.78,0.0,2.24,3.99,4.38,3.21
2.3,2.46,3.41,2.38,1.98,2.14,0.35,3.76,0.0,2.19,3.94,4.45,3.24
2.3,2.5,3.45,2.29,1.94,2.15,0.36,3.78,0.0,2.2,4.01,4.43,3.26
2.26,2.44,3.35,2.2,1.88,2.15,0.35,3.63,0.01,2.19,3.8,4.28,3.11
2.3,2.47,3.38,2.15,1.91,2.08,0.35,3.59,0.01,2.03,3.74,4.28,3.08
2.25,2.44,3.38,2.26,1.9,2.13,0.36,3.76,0.01,2.04,3.9,4.35,3.14
2.33,2.47,3.35,2.26,1.91,2.19,0.36,3.76,0.01,2.09,3.9,4.38,3.17
2.41,2.54,3.58,2.33,1.96,2.26,0.36,3.9,0.0,2.21,4.07,4.66,3.31
2.31,2.61,3.55,2.3,2.05,2.26,0.36,3.94,0.01,2.21,4.11,4.61,3.38
2.26,2.56,3.55,2.36,2.0,2.21,0.38,3.94,0.0,2.2,4.14,4.5,3.41
2.28,2.54,3.61,2.41,2.0,2.25,0.38,3.94,0.0,2.19,4.11,4.69,3.3
2.36,2.53,3.59,2.39,2.01,2.26,0.36,4.03,0.01,2.22,4.16,4.66,3.31
2.31,2.54,3.64,2.38,1.98,2.24,0.36,3.99,0.0,2.19,4.07,4.66,3.3
2.36,2.59,3.54,2.38,2.01,2.25,0.36,3.96,0.01,2.24,4.07,4.75,3.28
2.35,2.6,3.59,2.36,2.03,2.25,0.38,3.92,0.0,2.53,4.07,4.69,3.31
2.29,2.61,3.54,2.31,2.09,2.24,0.36,3.99,0.0,2.51,4.05,4.56,3.21
2.34,2.58,3.59,2.39,2.0,2.24,0.38,4.05,0.01,2.6,4.26,4.61,3.31
2.33,2.63,3.61,2.41,1.99,2.3,0.38,3.99,0.0,2.53,4.26,4.66,3.36
2.28,2.6,3.61,2.42,2.06,2.3,0.36,3.96,0.0,2.55,4.14,4.64,3.33
2.41,2.63,3.61,2.36,2.03,2.26,0.38,3.99,0.0,2.5,4.19,4.47,3.24
2.31,2.63,3.63,2.41,2.04,2.3,0.38,4.05,0.01,2.58,4.19,4.69,3.36
2.36,2.59,3.61,2.5,2.01,2.26,0.36,3.94,0.0,2.54,4.14,4.66,3.33
2.33,2.59,3.61,2.5,2.06,2.28,0.36,3.94,0.01,2.56,4.14,4.66,3.41
2.3,2.61,3.72,2.54,2.0,2.3,0.38,3.92,0.0,2.49,4.11,4.61,3.36
2.28,2.54,3.45,2.44,1.99,2.24,0.36,3.78,1.89,2.49,3.96,4.47,3.26
2.2,2.5,3.41,2.36,2.0,2.21,0.38,3.59,0.01,2.42,3.84,4.32,3.06
2.24,2.51,3.45,2.45,2.0,2.24,0.36,3.72,1.6,2.41,3.81,4.43,3.21
2.24,2.53,3.46,2.47,1.95,2.25,0.36,3.7,1.83,2.33,3.88,4.43,3.24
2.22,2.51,3.47,2.45,2.03,2.26,0.38,3.78,1.52,2.45,4.01,4.4,3.28
2.28,2.5,3.41,2.42,2.03,2.25,0.36,3.72,1.51,2.4,3.88,4.5,3.24
2.19,2.5,3.51,2.5,2.05,2.29,0.36,3.84,1.51,2.38,4.03,4.56,3.35
2.29,2.59,3.55,2.46,2.09,2.35,0.38,3.9,1.54,2.44,4.03,4.56,3.28
2.36,2.56,3.54,2.44,2.04,2.3,0.38,3.9,1.58,2.28,3.92,4.5,3.25
2.33,2.56,3.5,2.44,2.0,2.26,0.36,3.92,1.31,2.31,4.07,4.64,3.33
2.3,2.56,3.46,2.41,2.01,2.26,0.36,3.92,1.81,2.34,4.1,4.64,3.33
2.3,2.56,3.54,2.34,1.99,2.26,0.38,3.88,1.54,2.33,4.07,4.64,3.35
