Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6,Sensor_7,Sensor_8,Sensor_9,Sensor_10,Sensor_11,Sensor_12,Sensor_13
3.9,3.7,4.69,4.14,4.19,6.28,0.52,4.86,3.88,6.01,0.0,6.79,6.22
3.92,3.67,4.72,4.11,4.07,6.22,0.55,4.86,3.9,6.01,0.0,6.74,6.18
3.86,3.7,4.75,4.16,3.9,5.97,0.52,4.8,3.86,6.01,0.0,6.74,6.22
3.9,3.72,4.69,4.11,4.11,6.22,0.55,4.78,3.86,6.01,0.0,6.74,6.18
3.86,3.7,4.72,4.16,4.14,6.22,0.54,4.84,3.88,6.01,0.0,6.69,6.1
3.9,3.67,4.66,4.11,4.1,6.18,0.52,4.8,3.88,6.05,0.0,6.59,6.14
3.92,3.67,4.66,4.14,4.07,6.22,0.55,4.84,3.88,6.01,0.0,6.74,6.18
3.88,3.67,4.69,4.11,4.14,6.18,0.55,4.86,3.9,6.01,0.0,6.64,6.18
3.9,3.64,4.69,4.14,4.16,6.14,0.54,4.84,3.88,6.01,0.0,6.69,6.18
3.92,3.67,4.72,4.11,4.24,6.18,0.52,4.86,3.88,6.01,0.0,6.69,6.14
3.9,3.7,4.64,4.14,4.16,6.22,0.54,4.86,3.9,5.97,0.0,6.64,6.1
3.92,3.67,4.69,4.14,4.24,6.18,0.54,4.84,3.86,5.97,0.0,6.74,6.18
3.88,3.67,4.69,4.16,4.26,6.22,0.54,4.84,3.88,5.97,0.0,6.64,6.1
3.92,3.72,4.72,4.11,4.26,6.22,0.55,4.75,3.84,5.85,0.0,6.64,6.14
3.9,3.7,4.66,4.1,4.24,6.28,0.55,4.75,3.92,5.97,0.0,6.64,6.14
3.92,3.66,4.69,4.11,4.24,6.22,0.55,4.8,3.92,6.05,0.0,6.59,6.1
3.92,3.7,4.69,4.11,4.24,6.22,0.51,4.69,3.67,5.93,0.0,6.54,6.14
3.92,3.7,4.64,4.1,4.24,6.22,0.54,4.84,3.88,5.97,0.0,6.69,6.18
3.9,3.7,4.72,4.1,4.26,6.18,0.52,4.8,3.88,5.97,0.0,6.69,6.14
3.86,3.66,4.72,4.14,4.26,6.22,0.55,4.84,3.88,6.1,0.0,6.59,6.1
3.9,3.7,4.69,4.11,4.26,6.22,0.54,4.84,3.88,6.01,0.0,6.69,6.18
3.9,3.66,4.75,4.1,4.24,6.22,0.54,4.86,3.86,5.93,0.0,6.69,6.14
3.9,3.7,4.72,4.1,4.21,6.18,0.55,4.86,3.88,5.97,0.0,6.64,6.14
3.86,3.66,4.72,4.1,4.26,6.22,0.55,4.86,3.9,5.97,0.0,6.64,6.05
3.84,3.67,4.75,4.1,4.24,6.28,0.52,4.86,3.88,5.97,0.0,6.69,6.14
3.9,3.7,4.72,4.1,4.26,6.18,0.52,4.86,3.9,5.97,0.0,6.64,6.14
3.9,3.7,4.72,4.1,4.24,6.22,0.54,4.84,3.92,6.01,0.0,6.69,6.14
3.92,3.72,4.64,4.05,4.24,6.22,0.54,4.86,3.9,5.97,0.0,6.74,6.14
3.92,3.7,4.75,4.1,4.28,6.31,0.54,4.89,3.9,5.97,0.0,6.64,6.14
3.96,3.78,4.8,4.19,4.24,6.18,0.52,4.89,3.94,6.05,0.0,6.45,5.66
3.78,3.45,4.66,4.1,4.21,6.22,0.55,4.84,3.92,6.01,0.0,6.64,6.14
3.96,3.72,4.72,4.11,4.28,6.28,0.52,4.86,3.92,5.97,0.0,6.79,6.22
3.94,3.67,4.75,4.11,4.28,6.14,0.54,4.78,3.94,6.01,0.0,6.74,6.14
3.9,3.7,4.69,4.07,4.16,6.18,0.52,4.86,3.9,5.97,0.0,6.64,6.14
3.9,3.72,4.75,4.14,4.26,6.22,0.55,4.84,3.92,6.05,0.0,6.64,6.14
3.88,3.72,4.66,4.1,4.28,6.28,0.52,4.84,3.92,6.05,0.0,6.64,6.1
3.96,3.72,4.75,4.11,4.28,6.31,0.52,4.89,3.9,6.05,0.0,6.69,6.18
3.92,3.7,4.75,4.14,4.21,6.36,0.52,4.86,3.92,6.01,0.0,6.69,6.18
3.94,3.72,4.75,4.11,3.58,6.28,0.52,4.93,3.94,6.05,0.0,6.69,6.14
3.92,3.66,4.75,4.11,3.42,6.31,0.54,4.86,3.92,6.05,0.0,6.69,6.18
3.9,3.67,4.75,4.1,3.36,6.28,0.52,4.78,3.94,6.1,0.0,6.69,6.18
3.9,3.72,4.72,4.16,3.96,6.28,0.54,4.86,3.92,6.05,0.0,6.74,6.14
3.88,3.72,4.75,4.14,4.16,6.28,0.52,4.89,3.94,6.05,0.0,6.59,6.1
3.88,3.66,4.75,4.05,4.1,6.22,0.54,4.84,3.9,6.01,0.0,6.64,6.05
3.88,3.67,4.78,4.07,4.11,6.18,0.52,4.8,3.88,5.93,0.0,6.59,6.05
3.86,3.67,4.66,4.07,4.16,6.28,0.52,4.8,3.86,5.93,0.0,6.64,6.1
3.86,3.66,4.66,4.1,4.14,6.05,0.54,4.89,3.81,5.89,0.0,6.5,5.63
3.88,3.72,4.66,4.07,4.14,6.22,0.54,4.84,3.88,5.93,0.0,6.64,6.1
3.92,3.72,4.61,4.03,4.11,6.22,0.55,4.84,3.88,5.93,0.0,6.64,6.18
3.86,3.66,4.69,4.19,4.1,6.36,0.52,4.8,3.9,5.97,0.0,6.69,6.14
3.88,3.72,4.69,4.1,3.94,6.22,0.55,4.8,3.92,5.97,0.0,6.59,6.05
3.86,3.7,4.69,4.03,3.96,6.28,0.51,4.84,3.9,5.97,0.0,6.59,6.14
3.88,3.7,4.64,4.07,3.74,6.28,0.51,4.86,3.94,6.01,0.0,6.59,6.14
3.86,3.7,4.72,4.05,3.74,6.28,0.52,4.69,3.81,6.05,0.0,6.64,6.1
3.8,3.72,4.66,4.05,3.78,6.22,0.54,4.86,3.9,6.01,0.0,6.69,6.14
3.84,3.7,4.72,4.14,3.76,6.18,0.52,4.86,3.9,5.97,0.0,6.64,6.1
