Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6,Sensor_7,Sensor_8,Sensor_9,Sensor_10,Sensor_11,Sensor_12,Sensor_13
2.28,2.21,3.36,2.99,2.96,4.3,0.74,3.86,2.41,5.97,4.78,6.28,6.36
2.3,2.21,3.38,3.04,2.92,4.32,0.75,3.92,2.42,6.1,4.84,6.36,6.45
2.33,2.22,3.4,3.01,2.94,4.32,0.75,3.9,2.41,6.1,4.78,6.36,6.36
2.36,2.3,3.51,3.13,3.08,4.61,0.77,4.14,2.51,6.5,5.14,6.79,6.89
2.38,2.3,3.55,3.15,3.06,4.59,0.76,4.16,2.51,6.5,5.14,6.84,6.79
2.38,2.3,3.55,3.15,3.05,4.59,0.76,4.19,2.53,6.5,5.14,6.84,6.89
2.39,2.3,3.55,3.15,3.06,4.59,0.76,4.14,2.5,6.54,5.18,6.84,6.94
2.38,2.3,3.58,3.17,3.06,4.59,0.76,4.16,2.51,6.59,5.2,6.84,6.89
2.39,2.26,3.58,3.15,3.1,4.64,0.76,4.16,2.5,6.59,5.2,6.89,6.94
2.34,2.3,3.55,3.19,3.01,4.61,0.77,4.24,2.5,6.54,5.18,6.84,6.89
2.4,2.3,3.58,3.19,3.08,4.61,0.77,4.19,2.51,6.54,5.2,6.94,6.94
2.36,2.3,3.55,3.17,3.08,4.64,0.76,4.19,2.53,6.54,5.24,6.94,6.94
2.39,2.33,3.58,3.15,3.05,4.61,0.79,4.16,2.53,6.54,5.2,6.89,6.89
2.41,2.3,3.59,3.14,3.06,4.61,0.79,4.21,2.54,6.59,5.2,6.89,6.89
2.21,2.15,3.58,3.01,3.06,4.64,0.76,4.19,2.55,6.64,5.2,6.94,6.94
2.4,2.31,3.59,3.17,3.08,4.66,0.77,4.16,2.56,6.59,5.2,6.94,7.0
2.36,2.3,3.61,3.24,3.13,4.59,0.76,4.19,2.55,6.64,5.2,6.94,6.94
2.42,2.3,3.59,3.19,3.11,4.66,0.49,4.21,2.34,6.54,5.24,6.79,7.0
2.4,2.33,3.61,3.19,3.1,4.66,0.5,4.28,2.58,6.64,5.24,6.94,7.0
2.44,2.31,3.61,3.2,3.1,4.69,0.5,4.24,2.59,6.64,5.24,7.0,6.89
2.36,2.3,3.58,3.24,3.05,4.64,0.77,4.24,2.55,6.59,5.2,6.94,7.0
2.4,2.3,3.59,3.2,3.08,4.64,0.77,4.21,2.55,6.59,5.26,7.0,6.94
2.36,2.3,3.55,3.21,3.05,4.61,0.79,4.19,2.56,6.54,5.18,6.84,6.94
2.21,2.16,3.26,2.89,2.83,4.11,0.74,3.78,2.36,5.66,4.59,5.89,5.93
2.22,2.17,3.26,2.91,2.84,4.11,0.74,3.74,2.35,5.63,4.53,5.81,5.89
2.45,2.35,3.63,3.24,3.11,4.01,0.8,4.14,2.53,6.64,5.3,7.1,7.05
2.25,2.24,3.35,2.94,2.96,4.32,0.76,3.94,2.44,6.01,4.86,6.31,5.89
2.4,2.33,3.64,3.26,3.14,4.75,0.77,4.28,2.56,6.74,5.26,7.1,7.05
2.41,2.35,3.63,3.21,3.14,4.72,0.51,4.28,2.58,6.74,5.3,7.1,7.21
2.4,2.34,3.59,3.1,3.11,4.69,0.77,4.26,2.56,6.84,5.07,7.05,7.16
2.22,2.3,3.5,3.24,3.17,4.78,0.79,4.26,2.61,6.84,5.3,7.0,7.1
2.45,2.36,3.59,3.25,3.19,4.75,0.52,4.3,2.59,6.74,5.34,7.1,7.16
2.42,2.34,3.64,3.24,3.15,4.72,0.5,4.24,2.58,6.69,5.3,7.1,7.16
2.44,2.31,3.63,3.21,3.17,4.75,0.51,4.28,2.55,6.79,5.34,7.1,7.1
2.44,2.34,3.64,2.9,3.1,4.78,0.49,4.11,2.5,6.74,5.07,7.1,7.1
2.39,2.31,3.66,3.2,3.17,4.75,0.52,4.28,2.54,6.79,5.24,7.05,7.0
2.47,2.35,3.64,3.17,3.17,4.78,0.51,4.24,2.55,6.79,5.26,7.1,7.1
2.45,2.34,3.66,3.28,3.2,4.78,0.51,4.28,2.55,6.79,5.26,7.05,7.16
2.41,2.33,3.67,3.17,3.15,4.69,0.54,4.24,2.55,6.74,5.26,6.89,7.0
2.49,2.34,3.64,3.25,3.19,4.75,0.52,4.16,2.54,6.74,5.26,7.1,7.1
2.42,2.35,3.63,3.26,3.17,4.78,0.51,4.28,2.53,6.74,5.26,7.1,7.1
2.46,2.34,3.66,3.25,3.15,4.75,0.52,4.26,2.53,6.74,5.26,7.16,7.1
2.46,2.35,3.63,3.21,3.14,4.78,0.54,4.24,2.51,6.74,5.26,7.1,7.05
2.5,2.31,3.63,3.25,3.15,4.75,0.51,4.26,2.54,6.69,5.38,7.16,7.16
2.46,2.36,3.67,3.28,3.15,4.75,0.51,4.24,2.54,6.74,5.3,7.1,7.16
2.44,2.34,3.66,3.21,3.13,4.75,0.5,4.28,2.54,6.79,5.34,7.1,7.16
2.47,2.35,3.64,3.26,3.17,4.72,0.51,4.26,2.51,6.79,5.3,7.1,7.16
2.42,2.35,3.66,3.21,3.19,4.75,0.51,4.28,2.54,6.79,5.3,7.16,7.16
2.49,2.36,3.67,3.26,3.14,4.75,0.51,4.3,2.55,6.69,5.34,7.05,6.64
2.45,2.35,3.66,3.21,3.15,4.75,0.51,4.28,2.55,6.79,5.34,7.1,7.16
2.45,2.35,3.66,3.25,3.15,4.75,0.51,4.28,2.53,6.79,5.34,7.1,7.21
2.46,2.36,3.66,3.26,3.1,4.75,0.51,4.28,2.55,6.74,5.26,7.1,7.16
2.41,2.35,3.67,3.26,3.2,4.66,0.51,4.28,2.55,6.69,5.26,7.1,7.16
2.45,2.36,3.66,3.25,3.17,4.75,0.52,4.28,2.56,6.74,5.3,7.1,7.16
2.49,2.36,3.66,3.25,3.17,4.75,0.55,4.32,2.56,6.69,5.26,7.1,7.1
2.46,2.36,3.66,3.25,3.19,4.75,0.57,4.3,2.56,6.79,5.3,7.1,7.1
2.46,2.35,3.64,3.26,3.15,4.75,0.59,4.28,2.55,6.74,5.3,7.1,7.1
2.45,2.33,3.66,3.3,3.15,4.72,0.61,4.28,2.55,6.74,5.26,7.1,7.16
2.41,2.34,3.66,3.31,3.11,4.72,0.51,4.24,2.55,6.84,5.34,7.1,7.21
2.44,2.35,3.66,3.25,3.17,4.78,0.5,4.26,2.56,6.84,4.59,6.94,7.16
2.42,2.33,3.66,3.24,3.19,4.72,0.51,4.28,2.54,6.74,5.26,7.0,7.1
2.47,2.35,3.59,3.26,3.14,4.72,0.51,4.28,2.53,6.79,5.26,7.05,7.1
2.46,2.35,3.64,3.26,3.17,4.72,0.5,4.28,2.56,6.84,5.34,7.1,7.21
2.26,2.15,3.19,2.89,2.81,4.16,0.47,3.7,2.3,5.47,4.47,6.01,6.18
2.44,2.33,3.64,3.28,3.15,4.69,0.49,4.21,2.54,6.69,5.24,6.94,7.0
2.36,2.25,3.42,3.05,2.95,4.38,0.46,4.03,2.5,6.59,5.18,6.89,6.94
2.3,2.21,3.36,3.01,2.97,4.32,0.47,3.92,2.41,5.97,4.78,6.22,6.31
2.41,2.33,3.63,3.14,3.1,4.4,0.5,4.19,2.51,6.79,5.26,7.05,7.1
2.42,2.33,3.61,3.25,3.14,4.69,0.49,4.21,2.33,6.54,5.24,7.1,7.1
2.31,2.15,3.3,2.96,2.89,4.21,0.47,3.81,2.36,5.78,4.64,6.05,6.05
2.3,2.21,3.33,2.97,2.89,4.26,0.5,3.9,2.41,5.93,4.75,6.22,6.28
2.34,2.24,3.42,3.05,2.97,4.4,0.47,3.92,2.42,6.14,4.89,6.45,6.54
2.26,2.19,3.31,2.97,2.9,4.21,0.56,3.81,2.4,5.81,4.64,6.01,6.1
2.41,2.3,3.58,3.14,3.08,4.66,0.49,4.1,2.5,6.59,5.1,6.84,6.89
2.46,2.34,3.41,3.17,3.08,4.64,0.76,4.24,2.58,6.69,5.14,6.89,7.0
2.42,2.33,3.59,3.19,3.11,4.61,0.77,4.21,2.55,6.54,5.18,6.94,7.0
2.41,2.31,3.55,3.15,3.06,4.61,0.79,4.19,2.55,6.54,5.18,5.69,5.89
2.44,2.33,3.58,3.21,3.08,4.61,0.79,4.16,2.59,6.64,5.2,6.89,7.0
2.46,2.34,3.61,3.24,3.11,4.72,0.8,4.16,2.58,6.54,5.2,6.84,6.94
2.42,2.34,3.61,3.19,3.11,4.64,0.79,4.24,2.58,6.64,5.24,6.94,7.0
2.42,2.33,3.59,3.15,3.13,4.61,0.79,4.19,2.59,6.59,5.18,6.84,7.0
2.45,2.34,3.59,3.2,3.13,4.66,0.77,4.16,2.56,6.59,5.18,6.94,7.0
2.45,2.33,3.59,3.14,3.11,4.66,0.77,4.16,2.6,6.69,5.24,6.94,7.05
2.41,2.35,3.55,3.21,3.08,4.64,0.76,4.16,2.59,6.69,5.24,6.94,7.0
2.42,2.34,3.59,3.2,3.14,4.66,0.77,4.16,2.59,6.59,5.18,6.94,7.0
2.38,2.31,3.55,3.2,3.13,4.64,0.79,4.19,2.58,6.64,5.2,6.94,7.0
2.39,2.35,3.59,3.2,3.11,4.66,0.8,4.19,2.59,6.64,5.2,6.94,7.0
2.44,2.35,3.61,3.21,3.13,4.64,0.77,4.16,2.59,6.59,5.2,6.94,7.05
2.4,2.34,3.59,3.21,3.13,4.66,0.77,4.21,2.6,6.64,5.18,7.0,7.0
2.45,2.34,3.61,3.24,3.14,4.66,0.77,4.19,2.59,6.64,5.2,7.0,7.05
2.39,2.31,3.55,3.25,3.13,4.66,0.77,4.16,2.6,6.69,5.2,7.0,7.05
2.44,2.34,3.59,3.24,3.1,4.64,0.77,4.21,2.59,6.69,5.2,7.0,7.0
2.42,2.34,3.59,3.21,3.13,4.72,0.79,4.19,2.6,6.64,5.2,6.94,7.05
2.47,2.36,3.61,3.21,3.14,4.69,0.76,4.21,2.59,6.74,5.24,7.0,7.05
2.45,2.34,3.63,3.25,3.19,4.69,0.76,4.19,2.59,6.64,5.2,6.89,7.0
