Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6,Sensor_7,Sensor_8,Sensor_9,Sensor_10,Sensor_11,Sensor_12,Sensor_13
3.9,3.74,4.95,4.56,5.2,6.4,3.17,4.05,0.0,4.8,3.96,4.35,4.11
3.78,3.74,4.89,4.61,5.14,6.36,3.14,4.01,0.03,4.84,4.01,4.78,4.01
3.78,3.7,4.8,4.43,5.1,6.1,3.11,4.03,0.01,4.8,4.01,4.86,4.07
3.81,3.59,4.84,4.5,5.07,6.36,3.11,4.07,0.03,4.78,4.14,4.8,4.05
3.8,3.66,4.75,4.56,5.07,6.59,3.11,4.03,0.01,4.84,3.99,4.89,4.03
3.84,3.63,4.95,4.16,5.07,6.45,3.15,3.94,0.01,4.95,4.03,4.86,4.05
3.92,3.72,5.05,4.24,5.07,6.4,3.17,4.11,0.01,4.75,4.1,4.66,3.94
3.96,3.7,5.01,4.35,4.99,6.5,3.21,3.99,0.03,4.95,3.9,4.72,3.96
3.99,3.72,5.01,4.5,5.07,6.4,3.26,4.07,0.0,4.86,3.84,4.56,3.9
4.01,3.81,5.05,4.61,5.2,6.59,3.31,4.1,0.01,4.72,3.72,4.3,3.86
4.05,3.8,4.86,4.72,5.18,6.45,3.26,4.05,0.01,4.69,3.66,4.21,3.86
4.01,3.8,5.18,4.61,5.2,6.54,3.33,4.11,0.01,4.93,3.86,4.14,4.01
4.03,3.76,4.95,4.53,5.2,6.5,3.24,4.07,0.0,4.84,3.81,4.32,3.99
4.01,3.76,5.05,4.59,5.18,6.54,3.31,4.1,0.0,4.84,3.81,4.5,3.94
4.01,3.8,5.05,4.66,5.14,6.5,3.31,4.07,0.0,4.86,3.86,4.66,3.92
4.01,3.8,5.01,4.56,5.1,6.45,3.31,4.16,0.03,4.8,3.78,4.53,4.03
4.07,3.74,5.14,4.69,5.34,6.74,3.31,4.16,0.01,4.93,3.9,4.84,4.1
3.99,3.74,5.05,4.59,5.14,6.59,3.28,4.14,0.03,4.84,3.86,4.69,4.01
3.94,3.7,5.07,4.61,5.1,6.4,3.25,4.1,0.01,4.89,3.86,4.69,3.99
4.11,3.86,5.1,4.78,5.2,6.5,3.33,4.21,0.01,4.99,3.92,4.72,4.01
4.07,3.78,5.14,4.75,5.2,6.54,3.31,4.07,0.0,4.86,3.81,4.59,3.96
4.01,3.78,5.05,4.69,5.34,6.54,3.36,4.01,0.0,4.8,3.88,4.64,3.96
4.19,3.74,5.2,4.75,5.24,6.59,3.33,4.14,0.01,4.89,3.88,4.78,4.01
4.01,3.78,5.1,4.47,5.01,6.5,3.24,4.14,0.0,4.72,3.88,4.66,3.92
4.07,3.81,5.24,4.47,5.01,6.36,3.25,4.19,0.03,4.78,4.01,4.89,3.99
3.99,3.8,5.1,4.38,5.14,6.36,3.14,4.16,0.0,4.66,4.05,4.11,3.99
3.96,3.74,5.07,4.24,4.93,6.18,3.08,4.16,0.0,4.86,4.16,4.89,4.01
4.01,3.76,5.01,4.24,4.89,6.31,3.1,4.21,0.01,4.86,4.16,4.95,4.16
4.01,3.8,5.14,3.94,4.86,6.28,2.94,4.11,0.0,4.95,4.24,5.01,4.14
3.84,3.67,5.05,4.21,5.01,6.4,3.1,4.19,0.0,4.86,4.16,4.95,4.11
3.74,3.63,5.05,4.14,4.93,6.22,3.11,4.19,0.01,4.89,4.19,5.01,4.19
3.76,3.72,5.14,4.24,4.78,6.28,2.99,4.07,0.0,4.86,4.14,4.99,4.14
3.8,3.67,5.05,4.19,4.95,6.28,3.08,4.05,0.0,4.84,4.11,4.93,4.07
3.86,3.72,5.14,4.11,4.95,6.36,3.1,4.03,0.01,4.86,4.11,4.93,4.07
3.76,3.64,5.01,3.86,4.72,6.28,3.06,4.11,0.01,4.95,4.19,5.1,4.19
3.8,3.84,5.14,3.84,4.72,6.31,3.06,4.26,0.0,4.89,4.14,4.86,4.14
4.03,3.76,5.24,3.94,4.89,6.64,3.26,4.21,0.01,4.95,4.16,4.66,4.11
3.99,3.81,5.14,4.03,4.86,6.4,3.24,4.19,0.01,4.99,3.92,3.33,4.03
3.51,3.66,4.32,3.9,5.07,6.54,3.31,4.1,0.03,4.89,3.96,3.84,4.05
3.99,3.74,5.14,3.92,4.75,6.59,3.19,4.21,0.0,5.1,4.1,4.93,4.14
3.99,3.81,5.26,3.96,4.89,6.54,3.21,4.24,0.03,5.01,4.16,5.05,4.14
3.96,3.78,5.07,3.84,4.69,6.45,3.17,4.11,0.0,4.95,4.07,4.99,4.11
3.94,3.72,5.24,3.9,4.75,6.5,3.2,4.24,0.0,4.95,4.21,5.07,4.19
4.03,3.8,5.1,3.94,4.78,6.45,3.19,4.24,0.03,4.95,4.1,4.99,4.1
4.05,3.74,5.07,3.81,4.69,6.45,3.17,4.14,0.03,4.99,4.05,5.05,4.19
4.11,3.86,5.24,3.86,4.75,6.5,3.15,4.24,0.0,5.07,4.16,5.07,4.14
4.01,3.72,5.18,3.8,4.84,6.59,3.28,4.19,0.01,5.01,4.14,5.1,4.16
4.21,3.67,5.24,3.86,4.8,6.4,3.2,4.19,0.0,4.99,4.14,5.14,4.11
4.21,3.9,5.24,3.94,4.86,6.54,3.24,4.26,0.01,5.07,4.16,5.1,4.16
3.99,3.78,5.24,3.9,4.8,6.28,3.19,4.19,0.01,4.95,4.16,5.1,4.21
4.07,3.76,5.05,3.84,4.69,6.4,3.25,4.21,0.01,5.01,4.19,5.01,4.16
4.16,3.81,5.07,3.94,4.8,6.5,3.21,4.21,0.01,5.07,4.11,5.14,4.21
4.11,3.84,5.24,3.67,4.66,6.64,3.21,4.26,0.0,5.01,4.16,5.14,4.21
4.07,3.8,5.18,3.99,4.84,6.59,3.25,4.3,0.03,5.2,4.16,5.2,4.19
4.07,3.8,5.24,3.92,4.84,6.5,3.19,4.16,0.0,5.01,4.14,5.14,4.19
4.07,3.76,5.2,3.9,4.8,6.45,3.25,4.19,0.01,4.93,4.11,5.14,4.14
3.96,3.9,5.14,3.94,4.86,6.5,3.24,4.19,0.0,4.89,4.03,5.14,4.19
4.03,3.86,5.14,3.94,4.84,6.45,3.24,4.16,0.01,5.01,4.14,5.2,4.14
4.14,3.8,5.24,3.99,4.86,6.5,3.24,4.24,0.01,5.1,4.16,5.24,4.11
4.14,3.8,5.1,4.11,4.75,6.45,3.26,4.21,0.03,4.99,4.05,4.78,4.11
4.1,3.74,5.05,3.92,4.8,6.54,3.26,4.07,0.0,4.93,4.1,4.69,4.14
4.03,3.74,5.18,4.01,4.78,5.85,3.1,4.14,0.0,5.07,4.19,4.66,4.16
3.96,3.74,5.01,3.96,4.69,6.5,3.17,4.19,0.01,5.07,4.21,5.18,4.26
3.92,3.61,5.18,3.92,4.66,6.36,3.05,4.07,0.01,5.07,4.11,5.07,4.26
3.94,3.72,5.1,3.92,4.75,6.5,3.13,4.35,0.04,5.05,4.28,5.18,4.24
4.1,3.84,5.07,4.01,4.75,6.54,3.21,4.35,0.03,5.05,4.28,5.24,4.3
4.03,3.84,5.18,3.9,4.78,6.31,3.17,4.26,0.01,5.01,4.14,5.05,4.16
4.11,3.92,5.38,4.3,4.84,6.31,3.25,4.28,0.01,4.99,3.99,4.45,4.03
4.1,3.92,5.18,4.16,5.01,6.54,3.33,4.19,0.01,4.95,4.01,4.45,3.99
4.4,4.59,5.47,5.34,5.66,6.89,3.66,4.21,0.01,4.64,3.5,4.28,3.61
4.53,4.56,5.44,5.3,5.55,6.94,3.55,4.11,0.01,4.64,3.51,4.32,3.59
4.35,4.53,5.51,5.2,5.51,6.84,3.58,4.14,0.01,4.59,3.47,4.28,3.59
